show_id,title,type,content_type_category,primary_genre,genre_count,is_multi_genre,primary_country,country_count,production_region,is_international_production,release_year,release_decade,release_decade_label,release_era,date_added,year_added,month_added,quarter_added,content_age_years,content_age_category,freshness_score,duration,duration_value,duration_type,movie_duration_category,tv_season_category,rating,rating_category,target_audience,genre_saturation_level,genre_opportunity_score,market_classification,competition_index,investment_risk_score,investment_risk_level,performance_indicator,investment_priority_score,investment_recommendation,content_strategy,investment_year,director,has_director,cast,has_cast,description,description_length,title_length,listed_in,country
s6948,Head On,Movie,Film Content,Dramas,3,1,Australia,1,Oceania,0,1998,1990,1990s,1990s Golden Era,2018-08-25,2018.0,8.0,3.0,28,Classic (20+ yrs),72,104 min,104.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,3.5,Moderate Risk,74,2.3,Cautious Investment,Maintain Position,Year 3 - Optimize,Ana Kokkinos,1,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",1,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey.",148,7,"Dramas, Independent Movies, LGBTQ Movies",Australia
s6949,Heal,Movie,Film Content,Documentaries,1,0,United States,1,North America,0,2017,2010,2010s,Peak Streaming (2015-19),2019-02-01,2019.0,2.0,1.0,9,Established (5-10 yrs),91,107 min,107.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,71,3.01,Moderate Investment,Maintain Position,Year 2 - Scale,Kelly Noonan,1,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",1,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",152,4,Documentaries,United States
s6950,Heartbreakers,Movie,Film Content,Comedies,2,1,United States,1,North America,0,2001,2000,2000s,2000s Digital Transition,2019-12-31,2019.0,12.0,4.0,25,Classic (20+ yrs),75,124 min,124.0,min,Long (120-150 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,74,2.17,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,David Mirkin,1,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",1,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",130,13,"Comedies, Romantic Movies",United States
s6951,Heartthrob,Movie,Film Content,Thrillers,1,0,United States,1,North America,0,2017,2010,2010s,Peak Streaming (2015-19),2018-01-01,2018.0,1.0,1.0,9,Established (5-10 yrs),91,87 min,87.0,min,Standard (60-90 min),N/A - Movie,TV-MA,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,68,2.98,Cautious Investment,Maintain Position,Year 3 - Optimize,Chris Sivertson,1,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",1,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",147,10,Thrillers,United States
s6952,Heavy Rescue: 401,TV Show,Series Content,International TV Shows,2,1,Canada,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2018-06-22,2018.0,6.0,2.0,8,Established (5-10 yrs),92,2 Seasons,2.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,73,2.41,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,Dave Pettitt,1,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",144,17,"International TV Shows, Reality TV",Canada
s6953,Hedgehogs,Movie,Film Content,Children & Family Movies,1,0,United States,2,North America,1,2016,2010,2010s,Peak Streaming (2015-19),2019-04-01,2019.0,4.0,2.0,10,Established (5-10 yrs),90,94 min,94.0,min,Feature (90-120 min),N/A - Movie,PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,73,3.04,Moderate Investment,Maintain Position,Year 2 - Scale,Huang Jianming,1,"Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase",1,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",152,9,Children & Family Movies,"United States, China"
s6954,Helix,TV Show,Series Content,TV Horror,3,1,United States,2,North America,1,2015,2010,2010s,Peak Streaming (2015-19),2018-11-10,2018.0,11.0,4.0,11,Mature (10-20 yrs),89,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Niche (<1%),5,Dominant Market (500+),3.0,3.5,Moderate Risk,56,4.08,Strong Investment,Maintain Position,Year 1 - Immediate,,0,"Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux",1,"While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",150,5,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","United States, Canada"
s6955,Hell and Back,Movie,Film Content,Action & Adventure,3,1,United States,1,North America,0,2015,2010,2010s,Peak Streaming (2015-19),2018-09-06,2018.0,9.0,3.0,11,Mature (10-20 yrs),89,86 min,86.0,min,Standard (60-90 min),N/A - Movie,R,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,68,2.85,Cautious Investment,Maintain Position,Year 3 - Optimize,"Tom Gianas, Ross R. Shuman",1,"Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",1,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",139,13,"Action & Adventure, Comedies, Independent Movies",United States
s6956,Hell on Wheels,TV Show,Series Content,Crime TV Shows,2,1,Canada,2,North America,1,2016,2010,2010s,Peak Streaming (2015-19),,,,,10,Established (5-10 yrs),90,5 Seasons,5.0,Season,N/A - TV Show,Medium Run (4-6 seasons),TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Major Market (100-500),4.0,5.0,Very Low Risk,65,3.06,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan",1,Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,149,14,"Crime TV Shows, TV Action & Adventure","Canada, United Kingdom"
s6957,Hell or High Water,Movie,Film Content,Dramas,2,1,United States,1,North America,0,2016,2010,2010s,Peak Streaming (2015-19),2019-01-01,2019.0,1.0,1.0,10,Established (5-10 yrs),90,102 min,102.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,69,2.24,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,David Mackenzie,1,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",1,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",144,18,"Dramas, Independent Movies",United States
s6958,Hellboy,Movie,Film Content,Action & Adventure,3,1,United States,1,North America,0,2004,2000,2000s,2000s Digital Transition,2018-12-01,2018.0,12.0,4.0,22,Classic (20+ yrs),78,122 min,122.0,min,Long (120-150 min),N/A - Movie,PG-13,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,74,2.92,Cautious Investment,Maintain Position,Year 3 - Optimize,Guillermo del Toro,1,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",1,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",149,7,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",United States
s6959,Her,Movie,Film Content,Dramas,3,1,United States,1,North America,0,2013,2010,2010s,Early Streaming (2010-14),2018-07-29,2018.0,7.0,3.0,13,Mature (10-20 yrs),87,126 min,126.0,min,Long (120-150 min),N/A - Movie,R,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,79,2.24,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Spike Jonze,1,"Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday",1,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,148,3,"Dramas, Romantic Movies, Sci-Fi & Fantasy",United States
s6960,Her Only Choice,Movie,Film Content,Dramas,1,0,United States,1,North America,0,2018,2010,2010s,Peak Streaming (2015-19),2019-05-02,2019.0,5.0,2.0,8,Established (5-10 yrs),92,87 min,87.0,min,Standard (60-90 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,67,2.21,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Christel Gibson,1,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",1,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.,120,15,Dramas,United States
s6961,Hera Pheri,Movie,Film Content,Action & Adventure,3,1,India,1,Asia,0,1976,1970,1970s,Classic (Pre-1990),2019-12-31,2019.0,12.0,4.0,50,Classic (20+ yrs),50,156 min,156.0,min,Epic (150+ min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,70,2.88,Cautious Investment,Maintain Position,Year 3 - Optimize,Prakash Mehra,1,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",1,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,133,10,"Action & Adventure, Comedies, Dramas",India
s6962,Here Alone,Movie,Film Content,Horror Movies,1,0,United States,1,North America,0,2016,2010,2010s,Peak Streaming (2015-19),2017-07-01,2017.0,7.0,3.0,10,Established (5-10 yrs),90,97 min,97.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Moderate (2-5%),3,Dominant Market (500+),4.0,4.5,Very Low Risk,60,3.38,Moderate Investment,Maintain Position,Year 2 - Scale,Rod Blackhurst,1,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro",1,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions.",143,10,Horror Movies,United States
s6963,Hero,Movie,Film Content,Action & Adventure,2,1,Hong Kong,2,Asia,1,1997,1990,1990s,1990s Golden Era,2018-08-01,2018.0,8.0,3.0,29,Classic (20+ yrs),71,89 min,89.0,min,Standard (60-90 min),N/A - Movie,TV-MA,Mature,Adults Only,Saturated (5-10%),2,Major Market (100-500),4.0,4.5,Very Low Risk,66,2.95,Cautious Investment,Maintain Position,Year 3 - Optimize,Corey Yuen,1,"Takeshi Kaneshiro, Yuen Biao, Valerie Chow, Jessica Hester Hsuan, Tak Yuen, Wah Yuen, Corey Yuen",1,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine.",133,4,"Action & Adventure, International Movies","Hong Kong, China"
s6964,Herrens veje,TV Show,Series Content,International TV Shows,2,1,Denmark,1,Europe,0,2018,2010,2010s,Peak Streaming (2015-19),2019-06-01,2019.0,6.0,2.0,8,Established (5-10 yrs),92,2 Seasons,2.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Emerging Market (20-50),3.5,4.0,Low Risk,72,2.4,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch",1,A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,147,12,"International TV Shows, TV Dramas",Denmark
s6965,Hickok,Movie,Film Content,Action & Adventure,1,0,United States,1,North America,0,2017,2010,2010s,Peak Streaming (2015-19),2020-07-24,2020.0,7.0,3.0,9,Established (5-10 yrs),91,88 min,88.0,min,Standard (60-90 min),N/A - Movie,TV-MA,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,66,2.95,Cautious Investment,Maintain Position,Year 3 - Optimize,Timothy Woodward Jr.,1,"Luke Hemsworth, Trace Adkins, Kris Kristofferson, Bruce Dern, Cameron Richardson, Kaiwi Lyman, Hunter Fischer, Robert Catrini, Britain Simons",1,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town.",130,6,Action & Adventure,United States
s6966,Hidden Singer,TV Show,Series Content,International TV Shows,3,1,South Korea,1,Asia,0,2015,2010,2010s,Peak Streaming (2015-19),2017-05-19,2017.0,5.0,2.0,11,Mature (10-20 yrs),89,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-Y7,Kids,Kids & Family,Highly Saturated (10%+),1,Major Market (100-500),4.5,3.5,Moderate Risk,71,2.26,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Hyun-moo Jun, Solbi, Dong-hyuk Jang, Young-hoon Joo",1,Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.,150,13,"International TV Shows, Korean TV Shows, Reality TV",South Korea
s6967,Hide & Seek,Movie,Film Content,Horror Movies,3,1,India,1,Asia,0,2010,2010,2010s,Early Streaming (2010-14),2018-03-01,2018.0,3.0,1.0,16,Mature (10-20 yrs),84,96 min,96.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Moderate (2-5%),3,Dominant Market (500+),4.0,4.0,Low Risk,59,3.24,Moderate Investment,Maintain Position,Year 2 - Scale,Shawn Arranha,1,"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Sameer Kochhar, Ayaz Khan, Amruta Patki, Pavail Gulati, Prashant, Amol Mhatre",1,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.",221,11,"Horror Movies, International Movies, Thrillers",India
s6968,Hide and Seek,Movie,Film Content,International Movies,2,1,China,1,Asia,0,2016,2010,2010s,Peak Streaming (2015-19),2017-08-19,2017.0,8.0,3.0,10,Established (5-10 yrs),90,104 min,104.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,84,2.55,Cautious Investment,Maintain Position,Year 3 - Optimize,Liu Jie,1,"Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui",1,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime.",142,13,"International Movies, Thrillers",China
s6969,Highly Strung,Movie,Film Content,Documentaries,3,1,Australia,1,Oceania,0,2015,2010,2010s,Peak Streaming (2015-19),2017-02-01,2017.0,2.0,1.0,11,Mature (10-20 yrs),89,80 min,80.0,min,Standard (60-90 min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Major Market (100-500),4.0,4.5,Very Low Risk,71,3.01,Moderate Investment,Maintain Position,Year 2 - Scale,Scott Hicks,1,,0,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard.",150,13,"Documentaries, International Movies, Music & Musicals",Australia
s6970,Highway Thru Hell,TV Show,Series Content,Reality TV,1,0,Canada,1,North America,0,2016,2010,2010s,Peak Streaming (2015-19),,,,,10,Established (5-10 yrs),90,3 Seasons,3.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-PG,Parental Guidance,Family,Moderate (2-5%),3,Major Market (100-500),3.5,5.0,Very Low Risk,65,3.56,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Dave Pettitt, Jamie Davis, Adam Gazzola, Kevin Ritchie",1,"On the hazardous highways of Canada's interior, heavy vehicle towing companies experience hardship and triumph rescuing wrecked and stranded trucks.",148,17,Reality TV,Canada
s6971,Highway to Heaven,TV Show,Series Content,TV Dramas,1,0,United States,1,North America,0,1988,1980,1980s,Classic (Pre-1990),,,,,38,Classic (20+ yrs),62,5 Seasons,5.0,Season,N/A - TV Show,Medium Run (4-6 seasons),TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,79,2.99,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Michael Landon, Victor French",1,"Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness.",139,17,TV Dramas,United States
s6972,Hinterland,TV Show,Series Content,British TV Shows,3,1,United Kingdom,1,Europe,0,2016,2010,2010s,Peak Streaming (2015-19),2017-08-01,2017.0,8.0,3.0,10,Established (5-10 yrs),90,3 Seasons,3.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-14,Teens,Teens & Adults,Moderate (2-5%),3,Dominant Market (500+),4.0,4.5,Very Low Risk,55,3.31,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Richard Harrington, Mali Harries, Hannah Daniel, Alex Harries, Aneirin Hughes, Daniel Rochford",1,"Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own.",150,10,"British TV Shows, Crime TV Shows, International TV Shows",United Kingdom
s6973,Hiroshima: The Real History,Movie,Film Content,Documentaries,1,0,United Kingdom,1,Europe,0,2015,2010,2010s,Peak Streaming (2015-19),2017-03-31,2017.0,3.0,1.0,11,Mature (10-20 yrs),89,95 min,95.0,min,Feature (90-120 min),N/A - Movie,TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,60,2.75,Cautious Investment,Maintain Position,Year 3 - Optimize,Lucy van Beek,1,John Sessions,1,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.,149,27,Documentaries,United Kingdom
s6974,Hisss,Movie,Film Content,Horror Movies,3,1,India,2,Asia,1,2010,2010,2010s,Early Streaming (2010-14),2017-12-01,2017.0,12.0,4.0,16,Mature (10-20 yrs),84,97 min,97.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Moderate (2-5%),3,Dominant Market (500+),4.0,4.0,Low Risk,71,3.39,Moderate Investment,Maintain Position,Year 2 - Scale,Jennifer Lynch,1,"Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan",1,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover.",144,5,"Horror Movies, International Movies, Thrillers","India, United States"
s6975,Historia de un clan,TV Show,Series Content,Crime TV Shows,3,1,Argentina,1,Latin America,0,2015,2010,2010s,Peak Streaming (2015-19),2017-01-13,2017.0,1.0,1.0,11,Mature (10-20 yrs),89,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Saturated (5-10%),2,Growing Market (50-100),3.5,4.5,Very Low Risk,55,2.81,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Alejandro Awada, Cecilia Roth, Chino Darín, Nazareno Casero, Tristán, Gustavo Garzón, Pablo Cedrón, María Soldi, Rita Pauls, Victoria Almeida, Benjamín Alfonso",1,"This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home.",136,19,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Argentina
s6976,History of Joy,Movie,Film Content,Dramas,2,1,India,1,Asia,0,2017,2010,2010s,Peak Streaming (2015-19),2018-08-01,2018.0,8.0,3.0,9,Established (5-10 yrs),91,118 min,118.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,84,2.42,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Vishnu Govindhan,1,"Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada",1,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.,124,14,"Dramas, International Movies",India
s6977,History's Greatest Hoaxes,TV Show,Series Content,British TV Shows,2,1,Australia,1,Oceania,0,2016,2010,2010s,Peak Streaming (2015-19),2019-07-12,2019.0,7.0,3.0,10,Established (5-10 yrs),90,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-PG,Parental Guidance,Family,Moderate (2-5%),3,Major Market (100-500),3.5,5.0,Very Low Risk,62,3.52,Moderate Investment,Maintain Position,Year 2 - Scale,,0,,0,"Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.",139,25,"British TV Shows, Docuseries",Australia
s6978,Hitch,Movie,Film Content,Comedies,2,1,United States,1,North America,0,2005,2000,2000s,2000s Digital Transition,2020-01-01,2020.0,1.0,1.0,21,Classic (20+ yrs),79,118 min,118.0,min,Feature (90-120 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,73,2.16,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Andy Tennant,1,"Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan",1,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.",150,5,"Comedies, Romantic Movies",United States
s6979,Hitler's Olympics,Movie,Film Content,Documentaries,2,1,United Kingdom,1,Europe,0,2016,2010,2010s,Peak Streaming (2015-19),2016-08-01,2016.0,8.0,3.0,10,Established (5-10 yrs),90,44 min,44.0,min,Short (<60 min),N/A - Movie,TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,74,3.05,Moderate Investment,Maintain Position,Year 2 - Scale,Daniel Kontur,1,,0,"Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games.",144,17,"Documentaries, Sports Movies",United Kingdom
s6980,Hitler's Steel Beast,Movie,Film Content,Documentaries,2,1,France,1,Europe,0,2017,2010,2010s,Peak Streaming (2015-19),2017-11-01,2017.0,11.0,4.0,9,Established (5-10 yrs),91,54 min,54.0,min,Short (<60 min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Major Market (100-500),4.0,5.0,Very Low Risk,67,3.09,Moderate Investment,Maintain Position,Year 2 - Scale,Daniel Ablin,1,,0,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons.",149,20,"Documentaries, International Movies",France
s6981,Ho Mann Jahaan,Movie,Film Content,Dramas,3,1,Pakistan,1,Asia,0,2015,2010,2010s,Peak Streaming (2015-19),2017-07-01,2017.0,7.0,3.0,11,Mature (10-20 yrs),89,170 min,170.0,min,Epic (150+ min),N/A - Movie,TV-PG,Parental Guidance,Family,Highly Saturated (10%+),1,Emerging Market (20-50),3.5,3.5,Moderate Risk,63,2.16,Cautious Investment,Maintain Position,Year 3 - Optimize,Asim Raza,1,"Adeel Hussain, Mahira Khan, Sheheryar Munawar, Sonya Jehan, Bushra Ansari, Nimra Bucha, Arshad Mahmud, Jamal Shah",1,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations.",149,14,"Dramas, International Movies, Romantic Movies",Pakistan
s6982,Hogie the Globehopper,TV Show,Series Content,Kids' TV,1,0,United States,1,North America,0,2016,2010,2010s,Peak Streaming (2015-19),2017-08-01,2017.0,8.0,3.0,10,Established (5-10 yrs),90,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-Y,Kids,Kids & Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,70,3.0,Moderate Investment,Maintain Position,Year 2 - Scale,,0,Mae Elliessa,1,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands.",127,21,Kids' TV,United States
s6983,Hokkabaz,Movie,Film Content,Comedies,3,1,Turkey,1,Middle East,0,2006,2000,2000s,2000s Digital Transition,2017-03-10,2017.0,3.0,1.0,20,Mature (10-20 yrs),80,118 min,118.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,3.5,Moderate Risk,76,2.33,Cautious Investment,Maintain Position,Year 3 - Optimize,"Ali Taner Baltacı, Cem Yılmaz",1,"Cem Yılmaz, Mazhar Alanson, Özlem Tekin, Tuna Orhan, Tuncer Salman, Kemal İnci, Gürgen Öz, Caner Alkaya, Ayçe Abana, Bahtiyar Engin",1,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.",150,8,"Comedies, Dramas, International Movies",Turkey
s6984,Holding the Man,Movie,Film Content,Dramas,3,1,Australia,1,Oceania,0,2015,2010,2010s,Peak Streaming (2015-19),2016-08-01,2016.0,8.0,3.0,11,Mature (10-20 yrs),89,128 min,128.0,min,Long (120-150 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,3.5,Moderate Risk,77,2.34,Cautious Investment,Maintain Position,Year 3 - Optimize,Neil Armfield,1,"Ryan Corr, Craig Stott, Kerry Fox, Camilla Ah Kin, Sarah Snook, Guy Pearce, Anthony LaPaglia, Geoffrey Rush",1,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way.",150,15,"Dramas, International Movies, LGBTQ Movies",Australia
